instance,method,args
276 20 28730 445 2393 1349 2946 774 2602 356 1533 1518 2230 138 146 1567 1501 1023 2095 163 2787 105 2128 233 1431 730 1549 79 1611 723 2490 206 1748 965 641 969 2264 284 1236 942 1813 1796 1032,solve_bruteforce,-I 271 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c uni
276 20 28730 445 2393 1349 2946 774 2602 356 1533 1518 2230 138 146 1567 1501 1023 2095 163 2787 105 2128 233 1431 730 1549 79 1611 723 2490 206 1748 965 641 969 2264 284 1236 942 1813 1796 1032,solve_branch_bound,-I 271 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c uni
276 20 28730 445 2393 1349 2946 774 2602 356 1533 1518 2230 138 146 1567 1501 1023 2095 163 2787 105 2128 233 1431 730 1549 79 1611 723 2490 206 1748 965 641 969 2264 284 1236 942 1813 1796 1032,solve_greedy,-I 271 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c uni
276 20 28730 445 2393 1349 2946 774 2602 356 1533 1518 2230 138 146 1567 1501 1023 2095 163 2787 105 2128 233 1431 730 1549 79 1611 723 2490 206 1748 965 641 969 2264 284 1236 942 1813 1796 1032,solve_dynamic_cost,-I 271 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c uni
277 20 49028 457 1752 425 951 351 769 1556 981 1737 1462 97 373 953 411 1120 226 2278 468 841 1268 1423 954 2177 956 1447 945 160 2496 606 1145 2448 491 861 2462 821 2202 2453 334 2303 1472,solve_bruteforce,-I 271 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c uni
277 20 49028 457 1752 425 951 351 769 1556 981 1737 1462 97 373 953 411 1120 226 2278 468 841 1268 1423 954 2177 956 1447 945 160 2496 606 1145 2448 491 861 2462 821 2202 2453 334 2303 1472,solve_branch_bound,-I 271 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c uni
277 20 49028 457 1752 425 951 351 769 1556 981 1737 1462 97 373 953 411 1120 226 2278 468 841 1268 1423 954 2177 956 1447 945 160 2496 606 1145 2448 491 861 2462 821 2202 2453 334 2303 1472,solve_greedy,-I 271 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c uni
277 20 49028 457 1752 425 951 351 769 1556 981 1737 1462 97 373 953 411 1120 226 2278 468 841 1268 1423 954 2177 956 1447 945 160 2496 606 1145 2448 491 861 2462 821 2202 2453 334 2303 1472,solve_dynamic_cost,-I 271 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c uni
278 20 34354 594 1547 1411 932 413 1843 154 934 416 1457 2280 2527 977 2071 2113 1068 41 762 1103 2662 232 779 1340 2215 1844 1722 144 1680 469 1991 2164 491 761 2534 119 342 412 154 190 2081,solve_bruteforce,-I 271 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c uni
278 20 34354 594 1547 1411 932 413 1843 154 934 416 1457 2280 2527 977 2071 2113 1068 41 762 1103 2662 232 779 1340 2215 1844 1722 144 1680 469 1991 2164 491 761 2534 119 342 412 154 190 2081,solve_branch_bound,-I 271 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c uni
278 20 34354 594 1547 1411 932 413 1843 154 934 416 1457 2280 2527 977 2071 2113 1068 41 762 1103 2662 232 779 1340 2215 1844 1722 144 1680 469 1991 2164 491 761 2534 119 342 412 154 190 2081,solve_greedy,-I 271 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c uni
278 20 34354 594 1547 1411 932 413 1843 154 934 416 1457 2280 2527 977 2071 2113 1068 41 762 1103 2662 232 779 1340 2215 1844 1722 144 1680 469 1991 2164 491 761 2534 119 342 412 154 190 2081,solve_dynamic_cost,-I 271 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c uni
279 20 42916 997 671 510 1303 627 2606 1383 1174 1236 1206 1838 2663 1575 35 297 1562 1699 587 308 897 951 39 337 149 1439 2811 855 2680 2631 2344 1887 872 1974 1674 339 2412 378 2124 197 2219,solve_bruteforce,-I 271 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c uni
279 20 42916 997 671 510 1303 627 2606 1383 1174 1236 1206 1838 2663 1575 35 297 1562 1699 587 308 897 951 39 337 149 1439 2811 855 2680 2631 2344 1887 872 1974 1674 339 2412 378 2124 197 2219,solve_branch_bound,-I 271 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c uni
279 20 42916 997 671 510 1303 627 2606 1383 1174 1236 1206 1838 2663 1575 35 297 1562 1699 587 308 897 951 39 337 149 1439 2811 855 2680 2631 2344 1887 872 1974 1674 339 2412 378 2124 197 2219,solve_greedy,-I 271 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c uni
279 20 42916 997 671 510 1303 627 2606 1383 1174 1236 1206 1838 2663 1575 35 297 1562 1699 587 308 897 951 39 337 149 1439 2811 855 2680 2631 2344 1887 872 1974 1674 339 2412 378 2124 197 2219,solve_dynamic_cost,-I 271 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c uni
280 20 30806 436 1843 262 2137 1384 1472 1905 2267 1461 1666 868 2658 18 2946 293 910 1334 2757 1231 99 431 994 299 369 442 316 1123 118 101 961 379 370 120 1801 2556 1584 284 49 476 988,solve_bruteforce,-I 271 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c uni
280 20 30806 436 1843 262 2137 1384 1472 1905 2267 1461 1666 868 2658 18 2946 293 910 1334 2757 1231 99 431 994 299 369 442 316 1123 118 101 961 379 370 120 1801 2556 1584 284 49 476 988,solve_branch_bound,-I 271 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c uni
280 20 30806 436 1843 262 2137 1384 1472 1905 2267 1461 1666 868 2658 18 2946 293 910 1334 2757 1231 99 431 994 299 369 442 316 1123 118 101 961 379 370 120 1801 2556 1584 284 49 476 988,solve_greedy,-I 271 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c uni
280 20 30806 436 1843 262 2137 1384 1472 1905 2267 1461 1666 868 2658 18 2946 293 910 1334 2757 1231 99 431 994 299 369 442 316 1123 118 101 961 379 370 120 1801 2556 1584 284 49 476 988,solve_dynamic_cost,-I 271 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c uni
281 20 28946 679 561 1414 1456 99 161 535 651 398 396 1576 1601 63 214 658 817 47 213 319 384 1010 1148 660 475 872 663 1276 1104 79 34 2126 2080 455 230 872 808 743 625 592 683,solve_bruteforce,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
281 20 28946 679 561 1414 1456 99 161 535 651 398 396 1576 1601 63 214 658 817 47 213 319 384 1010 1148 660 475 872 663 1276 1104 79 34 2126 2080 455 230 872 808 743 625 592 683,solve_branch_bound,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
281 20 28946 679 561 1414 1456 99 161 535 651 398 396 1576 1601 63 214 658 817 47 213 319 384 1010 1148 660 475 872 663 1276 1104 79 34 2126 2080 455 230 872 808 743 625 592 683,solve_greedy,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
281 20 28946 679 561 1414 1456 99 161 535 651 398 396 1576 1601 63 214 658 817 47 213 319 384 1010 1148 660 475 872 663 1276 1104 79 34 2126 2080 455 230 872 808 743 625 592 683,solve_dynamic_cost,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
282 20 51546 447 603 2247 2205 459 305 1028 1002 2503 2522 991 1123 83 303 1188 1080 396 203 1087 1225 2704 2706 2054 2122 1061 896 2453 2398 2260 2189 1084 1164 1433 1534 1175 1225 959 791 161 174,solve_bruteforce,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
282 20 51546 447 603 2247 2205 459 305 1028 1002 2503 2522 991 1123 83 303 1188 1080 396 203 1087 1225 2704 2706 2054 2122 1061 896 2453 2398 2260 2189 1084 1164 1433 1534 1175 1225 959 791 161 174,solve_branch_bound,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
282 20 51546 447 603 2247 2205 459 305 1028 1002 2503 2522 991 1123 83 303 1188 1080 396 203 1087 1225 2704 2706 2054 2122 1061 896 2453 2398 2260 2189 1084 1164 1433 1534 1175 1225 959 791 161 174,solve_greedy,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
282 20 51546 447 603 2247 2205 459 305 1028 1002 2503 2522 991 1123 83 303 1188 1080 396 203 1087 1225 2704 2706 2054 2122 1061 896 2453 2398 2260 2189 1084 1164 1433 1534 1175 1225 959 791 161 174,solve_dynamic_cost,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
283 20 32166 842 1001 86 272 504 266 1321 1415 420 352 1232 1148 976 910 271 1 277 238 615 385 934 1004 1821 1730 2014 2096 108 293 50 27 1806 1844 290 437 1434 1480 744 670 338 587,solve_bruteforce,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
283 20 32166 842 1001 86 272 504 266 1321 1415 420 352 1232 1148 976 910 271 1 277 238 615 385 934 1004 1821 1730 2014 2096 108 293 50 27 1806 1844 290 437 1434 1480 744 670 338 587,solve_branch_bound,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
283 20 32166 842 1001 86 272 504 266 1321 1415 420 352 1232 1148 976 910 271 1 277 238 615 385 934 1004 1821 1730 2014 2096 108 293 50 27 1806 1844 290 437 1434 1480 744 670 338 587,solve_greedy,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
283 20 32166 842 1001 86 272 504 266 1321 1415 420 352 1232 1148 976 910 271 1 277 238 615 385 934 1004 1821 1730 2014 2096 108 293 50 27 1806 1844 290 437 1434 1480 744 670 338 587,solve_dynamic_cost,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
284 20 39754 913 1000 1839 1847 1297 1233 2193 2172 422 295 1691 1692 2344 2349 74 155 1502 1526 493 514 130 122 83 160 1260 1313 485 431 354 531 73 153 1267 1196 1667 1719 1315 1262 475 541,solve_bruteforce,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
284 20 39754 913 1000 1839 1847 1297 1233 2193 2172 422 295 1691 1692 2344 2349 74 155 1502 1526 493 514 130 122 83 160 1260 1313 485 431 354 531 73 153 1267 1196 1667 1719 1315 1262 475 541,solve_branch_bound,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
284 20 39754 913 1000 1839 1847 1297 1233 2193 2172 422 295 1691 1692 2344 2349 74 155 1502 1526 493 514 130 122 83 160 1260 1313 485 431 354 531 73 153 1267 1196 1667 1719 1315 1262 475 541,solve_greedy,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
284 20 39754 913 1000 1839 1847 1297 1233 2193 2172 422 295 1691 1692 2344 2349 74 155 1502 1526 493 514 130 122 83 160 1260 1313 485 431 354 531 73 153 1267 1196 1667 1719 1315 1262 475 541,solve_dynamic_cost,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
285 20 27390 164 387 1355 1325 510 366 323 378 261 277 1523 1648 11 143 5 91 767 598 1006 1202 728 862 941 866 427 299 2193 2249 874 1022 267 412 543 727 18 124 227 199 1552 1668,solve_bruteforce,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
285 20 27390 164 387 1355 1325 510 366 323 378 261 277 1523 1648 11 143 5 91 767 598 1006 1202 728 862 941 866 427 299 2193 2249 874 1022 267 412 543 727 18 124 227 199 1552 1668,solve_branch_bound,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
285 20 27390 164 387 1355 1325 510 366 323 378 261 277 1523 1648 11 143 5 91 767 598 1006 1202 728 862 941 866 427 299 2193 2249 874 1022 267 412 543 727 18 124 227 199 1552 1668,solve_greedy,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
285 20 27390 164 387 1355 1325 510 366 323 378 261 277 1523 1648 11 143 5 91 767 598 1006 1202 728 862 941 866 427 299 2193 2249 874 1022 267 412 543 727 18 124 227 199 1552 1668,solve_dynamic_cost,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
286 20 30010 445 597 1349 1508 774 938 356 362 1518 1590 138 126 1023 1101 163 406 105 226 233 221 730 737 79 100 723 873 206 252 965 848 969 1072 284 236 942 985 1796 1758 2207 2230,solve_bruteforce,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
286 20 30010 445 597 1349 1508 774 938 356 362 1518 1590 138 126 1023 1101 163 406 105 226 233 221 730 737 79 100 723 873 206 252 965 848 969 1072 284 236 942 985 1796 1758 2207 2230,solve_branch_bound,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
286 20 30010 445 597 1349 1508 774 938 356 362 1518 1590 138 126 1023 1101 163 406 105 226 233 221 730 737 79 100 723 873 206 252 965 848 969 1072 284 236 942 985 1796 1758 2207 2230,solve_greedy,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
286 20 30010 445 597 1349 1508 774 938 356 362 1518 1590 138 126 1023 1101 163 406 105 226 233 221 730 737 79 100 723 873 206 252 965 848 969 1072 284 236 942 985 1796 1758 2207 2230,solve_dynamic_cost,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
287 20 48290 425 331 351 222 1556 1506 1737 1733 97 203 1775 1806 1684 1596 60 189 1267 1276 1655 1620 262 521 2177 2147 1447 1389 160 349 606 550 2448 2411 861 999 821 923 2453 2410 2303 2302,solve_bruteforce,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
287 20 48290 425 331 351 222 1556 1506 1737 1733 97 203 1775 1806 1684 1596 60 189 1267 1276 1655 1620 262 521 2177 2147 1447 1389 160 349 606 550 2448 2411 861 999 821 923 2453 2410 2303 2302,solve_branch_bound,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
287 20 48290 425 331 351 222 1556 1506 1737 1733 97 203 1775 1806 1684 1596 60 189 1267 1276 1655 1620 262 521 2177 2147 1447 1389 160 349 606 550 2448 2411 861 999 821 923 2453 2410 2303 2302,solve_greedy,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
287 20 48290 425 331 351 222 1556 1506 1737 1733 97 203 1775 1806 1684 1596 60 189 1267 1276 1655 1620 262 521 2177 2147 1447 1389 160 349 606 550 2448 2411 861 999 821 923 2453 2410 2303 2302,solve_dynamic_cost,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
288 20 36568 594 602 1411 1351 413 472 154 47 416 408 2280 2329 977 1054 2113 2088 41 120 232 99 1340 1419 1844 1861 144 178 469 551 2164 2108 761 915 119 328 762 544 1860 1854 190 298,solve_bruteforce,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
288 20 36568 594 602 1411 1351 413 472 154 47 416 408 2280 2329 977 1054 2113 2088 41 120 232 99 1340 1419 1844 1861 144 178 469 551 2164 2108 761 915 119 328 762 544 1860 1854 190 298,solve_branch_bound,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
288 20 36568 594 602 1411 1351 413 472 154 47 416 408 2280 2329 977 1054 2113 2088 41 120 232 99 1340 1419 1844 1861 144 178 469 551 2164 2108 761 915 119 328 762 544 1860 1854 190 298,solve_greedy,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
288 20 36568 594 602 1411 1351 413 472 154 47 416 408 2280 2329 977 1054 2113 2088 41 120 232 99 1340 1419 1844 1861 144 178 469 551 2164 2108 761 915 119 328 762 544 1860 1854 190 298,solve_dynamic_cost,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
289 20 42916 997 886 510 477 627 802 1383 1347 1236 1201 1838 1928 1575 1436 297 308 1699 1619 308 199 951 751 337 97 1439 1576 855 1023 2631 2652 1887 1840 1974 1986 339 500 378 487 197 331,solve_bruteforce,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
289 20 42916 997 886 510 477 627 802 1383 1347 1236 1201 1838 1928 1575 1436 297 308 1699 1619 308 199 951 751 337 97 1439 1576 855 1023 2631 2652 1887 1840 1974 1986 339 500 378 487 197 331,solve_branch_bound,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
289 20 42916 997 886 510 477 627 802 1383 1347 1236 1201 1838 1928 1575 1436 297 308 1699 1619 308 199 951 751 337 97 1439 1576 855 1023 2631 2652 1887 1840 1974 1986 339 500 378 487 197 331,solve_greedy,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
289 20 42916 997 886 510 477 627 802 1383 1347 1236 1201 1838 1928 1575 1436 297 308 1699 1619 308 199 951 751 337 97 1439 1576 855 1023 2631 2652 1887 1840 1974 1986 339 500 378 487 197 331,solve_dynamic_cost,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
290 20 33436 436 494 262 378 1384 1381 1905 1961 1461 1478 868 1033 18 305 293 186 1334 1473 1231 1066 431 344 299 95 442 240 1123 950 101 317 1622 1650 2556 2559 284 21 476 390 192 378,solve_bruteforce,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
290 20 33436 436 494 262 378 1384 1381 1905 1961 1461 1478 868 1033 18 305 293 186 1334 1473 1231 1066 431 344 299 95 442 240 1123 950 101 317 1622 1650 2556 2559 284 21 476 390 192 378,solve_branch_bound,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
290 20 33436 436 494 262 378 1384 1381 1905 1961 1461 1478 868 1033 18 305 293 186 1334 1473 1231 1066 431 344 299 95 442 240 1123 950 101 317 1622 1650 2556 2559 284 21 476 390 192 378,solve_greedy,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
290 20 33436 436 494 262 378 1384 1381 1905 1961 1461 1478 868 1033 18 305 293 186 1334 1473 1231 1066 431 344 299 95 442 240 1123 950 101 317 1622 1650 2556 2559 284 21 476 390 192 378,solve_dynamic_cost,-I 281 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c corr
291 20 30128 679 911 133 420 99 389 398 658 1509 1658 63 357 658 892 478 730 2304 2374 1010 1209 465 718 919 1127 872 1085 1845 1961 79 371 676 909 455 709 603 843 537 783 1282 1454,solve_bruteforce,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
291 20 30128 679 911 133 420 99 389 398 658 1509 1658 63 357 658 892 478 730 2304 2374 1010 1209 465 718 919 1127 872 1085 1845 1961 79 371 676 909 455 709 603 843 537 783 1282 1454,solve_branch_bound,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
291 20 30128 679 911 133 420 99 389 398 658 1509 1658 63 357 658 892 478 730 2304 2374 1010 1209 465 718 919 1127 872 1085 1845 1961 79 371 676 909 455 709 603 843 537 783 1282 1454,solve_greedy,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
291 20 30128 679 911 133 420 99 389 398 658 1509 1658 63 357 658 892 478 730 2304 2374 1010 1209 465 718 919 1127 872 1085 1845 1961 79 371 676 909 455 709 603 843 537 783 1282 1454,solve_dynamic_cost,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
292 20 33428 377 639 1105 1295 592 833 931 1138 447 703 588 829 459 713 1467 1620 2503 2553 931 1138 938 1144 83 375 1941 2047 1188 1369 688 919 518 766 1087 1278 419 677 150 435 302 572,solve_bruteforce,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
292 20 33428 377 639 1105 1295 592 833 931 1138 447 703 588 829 459 713 1467 1620 2503 2553 931 1138 938 1144 83 375 1941 2047 1188 1369 688 919 518 766 1087 1278 419 677 150 435 302 572,solve_branch_bound,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
292 20 33428 377 639 1105 1295 592 833 931 1138 447 703 588 829 459 713 1467 1620 2503 2553 931 1138 938 1144 83 375 1941 2047 1188 1369 688 919 518 766 1087 1278 419 677 150 435 302 572,solve_greedy,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
292 20 33428 377 639 1105 1295 592 833 931 1138 447 703 588 829 459 713 1467 1620 2503 2553 931 1138 938 1144 83 375 1941 2047 1188 1369 688 919 518 766 1087 1278 419 677 150 435 302 572,solve_dynamic_cost,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
293 20 51452 2704 2734 1410 1569 596 836 1061 1255 2071 2164 2455 2510 2260 2334 1433 1590 531 778 959 1163 1357 1521 86 377 539 785 2914 2923 1321 1489 661 895 290 561 839 1055 756 980 1483 1635,solve_bruteforce,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
293 20 51452 2704 2734 1410 1569 596 836 1061 1255 2071 2164 2455 2510 2260 2334 1433 1590 531 778 959 1163 1357 1521 86 377 539 785 2914 2923 1321 1489 661 895 290 561 839 1055 756 980 1483 1635,solve_branch_bound,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
293 20 51452 2704 2734 1410 1569 596 836 1061 1255 2071 2164 2455 2510 2260 2334 1433 1590 531 778 959 1163 1357 1521 86 377 539 785 2914 2923 1321 1489 661 895 290 561 839 1055 756 980 1483 1635,solve_greedy,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
293 20 51452 2704 2734 1410 1569 596 836 1061 1255 2071 2164 2455 2510 2260 2334 1433 1590 531 778 959 1163 1357 1521 86 377 539 785 2914 2923 1321 1489 661 895 290 561 839 1055 756 980 1483 1635,solve_dynamic_cost,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
294 20 37024 562 806 1372 1534 63 357 1450 1605 976 1179 2852 2867 277 550 1715 1843 178 460 1025 1222 934 1141 996 1196 329 596 1164 1347 2014 2113 253 528 50 345 1617 1756 268 541 417 675,solve_bruteforce,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
294 20 37024 562 806 1372 1534 63 357 1450 1605 976 1179 2852 2867 277 550 1715 1843 178 460 1025 1222 934 1141 996 1196 329 596 1164 1347 2014 2113 253 528 50 345 1617 1756 268 541 417 675,solve_branch_bound,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
294 20 37024 562 806 1372 1534 63 357 1450 1605 976 1179 2852 2867 277 550 1715 1843 178 460 1025 1222 934 1141 996 1196 329 596 1164 1347 2014 2113 253 528 50 345 1617 1756 268 541 417 675,solve_greedy,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
294 20 37024 562 806 1372 1534 63 357 1450 1605 976 1179 2852 2867 277 550 1715 1843 178 460 1025 1222 934 1141 996 1196 329 596 1164 1347 2014 2113 253 528 50 345 1617 1756 268 541 417 675,solve_dynamic_cost,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
295 20 44948 1434 1591 338 604 100 390 913 1121 872 1085 1297 1467 2064 2157 544 790 1965 2069 422 680 2238 2314 100 390 2344 2410 295 566 1085 1277 493 744 1378 1540 1833 1950 1396 1557 1363 1526,solve_bruteforce,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
295 20 44948 1434 1591 338 604 100 390 913 1121 872 1085 1297 1467 2064 2157 544 790 1965 2069 422 680 2238 2314 100 390 2344 2410 295 566 1085 1277 493 744 1378 1540 1833 1950 1396 1557 1363 1526,solve_branch_bound,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
295 20 44948 1434 1591 338 604 100 390 913 1121 872 1085 1297 1467 2064 2157 544 790 1965 2069 422 680 2238 2314 100 390 2344 2410 295 566 1085 1277 493 744 1378 1540 1833 1950 1396 1557 1363 1526,solve_greedy,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
295 20 44948 1434 1591 338 604 100 390 913 1121 872 1085 1297 1467 2064 2157 544 790 1965 2069 422 680 2238 2314 100 390 2344 2410 295 566 1085 1277 493 744 1378 1540 1833 1950 1396 1557 1363 1526,solve_dynamic_cost,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
296 20 34984 783 1005 1963 2067 2067 2160 1108 1298 485 737 865 1079 73 366 1094 1285 1481 1633 1667 1801 926 1133 195 476 686 917 475 727 1108 1297 164 447 317 585 244 520 1139 1325 652 887,solve_bruteforce,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
296 20 34984 783 1005 1963 2067 2067 2160 1108 1298 485 737 865 1079 73 366 1094 1285 1481 1633 1667 1801 926 1133 195 476 686 917 475 727 1108 1297 164 447 317 585 244 520 1139 1325 652 887,solve_branch_bound,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
296 20 34984 783 1005 1963 2067 2067 2160 1108 1298 485 737 865 1079 73 366 1094 1285 1481 1633 1667 1801 926 1133 195 476 686 917 475 727 1108 1297 164 447 317 585 244 520 1139 1325 652 887,solve_greedy,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
296 20 34984 783 1005 1963 2067 2067 2160 1108 1298 485 737 865 1079 73 366 1094 1285 1481 1633 1667 1801 926 1133 195 476 686 917 475 727 1108 1297 164 447 317 585 244 520 1139 1325 652 887,solve_dynamic_cost,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
297 20 34430 1355 1519 1768 1891 40 336 2098 2189 323 591 1195 1375 223 501 1137 1323 1523 1671 227 505 1041 1237 869 1082 204 484 767 991 728 955 617 855 979 1181 30 327 317 585 1774 1897,solve_bruteforce,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
297 20 34430 1355 1519 1768 1891 40 336 2098 2189 323 591 1195 1375 223 501 1137 1323 1523 1671 227 505 1041 1237 869 1082 204 484 767 991 728 955 617 855 979 1181 30 327 317 585 1774 1897,solve_branch_bound,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
297 20 34430 1355 1519 1768 1891 40 336 2098 2189 323 591 1195 1375 223 501 1137 1323 1523 1671 227 505 1041 1237 869 1082 204 484 767 991 728 955 617 855 979 1181 30 327 317 585 1774 1897,solve_greedy,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
297 20 34430 1355 1519 1768 1891 40 336 2098 2189 323 591 1195 1375 223 501 1137 1323 1523 1671 227 505 1041 1237 869 1082 204 484 767 991 728 955 617 855 979 1181 30 327 317 585 1774 1897,solve_dynamic_cost,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
298 20 37366 2193 2274 401 661 267 541 18 316 1552 1697 303 573 445 701 608 847 774 997 399 659 1290 1461 80 372 1518 1666 771 994 704 934 288 559 2226 2303 1567 1710 1500 1650 1779 1901,solve_bruteforce,-I 291 -N 10 -n 20 -W 3000 -C 3000 -w light -m 2.0 -c strong
