instance,method,args
182 24 15244 1821 339 2014 2748 108 2458 50 1384 1806 1977 290 2312 1434 1943 744 1007 338 2901 1839 1605 1297 937 2193 1113 422 763 1691 1512 2344 1623 74 542 1085 190 1208 1079 1833 1605 130 1461 83 645 1963 934 1260 1960 485 1178,solve_dynamic_cost,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
183 24 10099 865 1752 354 2503 73 1907 1267 881 1667 2075 1315 1025 475 1893 1355 1233 510 635 323 1806 261 1587 1523 2774 11 434 204 2234 1144 1995 728 2384 941 948 427 752 2193 2536 874 2539 267 2293 543 2624 18 2032 227 1353,solve_bruteforce,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
183 24 10099 865 1752 354 2503 73 1907 1267 881 1667 2075 1315 1025 475 1893 1355 1233 510 635 323 1806 261 1587 1523 2774 11 434 204 2234 1144 1995 728 2384 941 948 427 752 2193 2536 874 2539 267 2293 543 2624 18 2032 227 1353,solve_branch_bound,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
183 24 10099 865 1752 354 2503 73 1907 1267 881 1667 2075 1315 1025 475 1893 1355 1233 510 635 323 1806 261 1587 1523 2774 11 434 204 2234 1144 1995 728 2384 941 948 427 752 2193 2536 874 2539 267 2293 543 2624 18 2032 227 1353,solve_greedy,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
183 24 10099 865 1752 354 2503 73 1907 1267 881 1667 2075 1315 1025 475 1893 1355 1233 510 635 323 1806 261 1587 1523 2774 11 434 204 2234 1144 1995 728 2384 941 948 427 752 2193 2536 874 2539 267 2293 543 2624 18 2032 227 1353,solve_dynamic_cost,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
184 24 10876 1349 2946 774 2602 356 1533 1518 2230 138 146 1567 1501 1023 2095 163 2787 105 2128 233 1431 730 1549 79 1611 723 2490 206 1748 965 641 969 2264 284 1236 942 1813 1796 1032 2207 1932 457 1752 425 951 351 769 1556 981,solve_bruteforce,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
184 24 10876 1349 2946 774 2602 356 1533 1518 2230 138 146 1567 1501 1023 2095 163 2787 105 2128 233 1431 730 1549 79 1611 723 2490 206 1748 965 641 969 2264 284 1236 942 1813 1796 1032 2207 1932 457 1752 425 951 351 769 1556 981,solve_branch_bound,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
184 24 10876 1349 2946 774 2602 356 1533 1518 2230 138 146 1567 1501 1023 2095 163 2787 105 2128 233 1431 730 1549 79 1611 723 2490 206 1748 965 641 969 2264 284 1236 942 1813 1796 1032 2207 1932 457 1752 425 951 351 769 1556 981,solve_greedy,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
184 24 10876 1349 2946 774 2602 356 1533 1518 2230 138 146 1567 1501 1023 2095 163 2787 105 2128 233 1431 730 1549 79 1611 723 2490 206 1748 965 641 969 2264 284 1236 942 1813 1796 1032 2207 1932 457 1752 425 951 351 769 1556 981,solve_dynamic_cost,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
185 24 16975 97 373 953 411 1120 226 2278 468 841 1268 1423 954 2177 956 1447 945 160 2496 606 1145 2448 491 861 2462 821 2202 2453 334 2303 1472 1176 2646 594 1547 1411 932 413 1843 154 934 416 1457 2280 2527 977 2071 2113 1068,solve_bruteforce,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
185 24 16975 97 373 953 411 1120 226 2278 468 841 1268 1423 954 2177 956 1447 945 160 2496 606 1145 2448 491 861 2462 821 2202 2453 334 2303 1472 1176 2646 594 1547 1411 932 413 1843 154 934 416 1457 2280 2527 977 2071 2113 1068,solve_branch_bound,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
185 24 16975 97 373 953 411 1120 226 2278 468 841 1268 1423 954 2177 956 1447 945 160 2496 606 1145 2448 491 861 2462 821 2202 2453 334 2303 1472 1176 2646 594 1547 1411 932 413 1843 154 934 416 1457 2280 2527 977 2071 2113 1068,solve_greedy,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
185 24 16975 97 373 953 411 1120 226 2278 468 841 1268 1423 954 2177 956 1447 945 160 2496 606 1145 2448 491 861 2462 821 2202 2453 334 2303 1472 1176 2646 594 1547 1411 932 413 1843 154 934 416 1457 2280 2527 977 2071 2113 1068,solve_dynamic_cost,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
186 24 13070 2002 1898 232 779 1340 2215 1844 1722 144 1680 469 1991 2164 491 761 2534 119 342 412 154 190 2081 510 1303 627 2606 1383 1174 1236 1206 1838 2663 1575 35 297 1562 1699 587 308 897 951 39 337 149 1439 2811 855 2680,solve_bruteforce,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
186 24 13070 2002 1898 232 779 1340 2215 1844 1722 144 1680 469 1991 2164 491 761 2534 119 342 412 154 190 2081 510 1303 627 2606 1383 1174 1236 1206 1838 2663 1575 35 297 1562 1699 587 308 897 951 39 337 149 1439 2811 855 2680,solve_branch_bound,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
186 24 13070 2002 1898 232 779 1340 2215 1844 1722 144 1680 469 1991 2164 491 761 2534 119 342 412 154 190 2081 510 1303 627 2606 1383 1174 1236 1206 1838 2663 1575 35 297 1562 1699 587 308 897 951 39 337 149 1439 2811 855 2680,solve_greedy,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
186 24 13070 2002 1898 232 779 1340 2215 1844 1722 144 1680 469 1991 2164 491 761 2534 119 342 412 154 190 2081 510 1303 627 2606 1383 1174 1236 1206 1838 2663 1575 35 297 1562 1699 587 308 897 951 39 337 149 1439 2811 855 2680,solve_dynamic_cost,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
187 24 10684 2008 275 657 898 339 2412 378 2124 197 2219 297 2268 1384 1472 1905 2267 1461 1666 868 2658 18 2946 293 910 1334 2757 1231 99 431 994 299 369 442 316 1123 118 101 961 379 370 120 1801 2556 1584 284 49 476 988,solve_bruteforce,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
187 24 10684 2008 275 657 898 339 2412 378 2124 197 2219 297 2268 1384 1472 1905 2267 1461 1666 868 2658 18 2946 293 910 1334 2757 1231 99 431 994 299 369 442 316 1123 118 101 961 379 370 120 1801 2556 1584 284 49 476 988,solve_branch_bound,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
187 24 10684 2008 275 657 898 339 2412 378 2124 197 2219 297 2268 1384 1472 1905 2267 1461 1666 868 2658 18 2946 293 910 1334 2757 1231 99 431 994 299 369 442 316 1123 118 101 961 379 370 120 1801 2556 1584 284 49 476 988,solve_greedy,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
187 24 10684 2008 275 657 898 339 2412 378 2124 197 2219 297 2268 1384 1472 1905 2267 1461 1666 868 2658 18 2946 293 910 1334 2757 1231 99 431 994 299 369 442 316 1123 118 101 961 379 370 120 1801 2556 1584 284 49 476 988,solve_dynamic_cost,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
188 24 14646 1759 1438 192 2493 701 1440 1822 2879 75 496 237 371 525 656 1525 720 878 2561 1900 1959 1690 1604 1641 1448 2 862 1694 1468 1564 1666 1217 2416 1705 1666 708 468 406 573 1768 922 239 2074 2243 1457 73 100 908 330,solve_bruteforce,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
188 24 14646 1759 1438 192 2493 701 1440 1822 2879 75 496 237 371 525 656 1525 720 878 2561 1900 1959 1690 1604 1641 1448 2 862 1694 1468 1564 1666 1217 2416 1705 1666 708 468 406 573 1768 922 239 2074 2243 1457 73 100 908 330,solve_branch_bound,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
188 24 14646 1759 1438 192 2493 701 1440 1822 2879 75 496 237 371 525 656 1525 720 878 2561 1900 1959 1690 1604 1641 1448 2 862 1694 1468 1564 1666 1217 2416 1705 1666 708 468 406 573 1768 922 239 2074 2243 1457 73 100 908 330,solve_greedy,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
188 24 14646 1759 1438 192 2493 701 1440 1822 2879 75 496 237 371 525 656 1525 720 878 2561 1900 1959 1690 1604 1641 1448 2 862 1694 1468 1564 1666 1217 2416 1705 1666 708 468 406 573 1768 922 239 2074 2243 1457 73 100 908 330,solve_dynamic_cost,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
189 24 14046 713 1813 689 661 372 1985 154 1516 1537 64 453 960 562 2690 1076 1229 1534 2499 1480 2720 2458 2575 837 2590 784 2125 2079 2397 1942 1891 1139 361 599 538 1789 1917 550 1385 218 433 1483 320 1360 2276 468 2402 153 48,solve_bruteforce,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
189 24 14046 713 1813 689 661 372 1985 154 1516 1537 64 453 960 562 2690 1076 1229 1534 2499 1480 2720 2458 2575 837 2590 784 2125 2079 2397 1942 1891 1139 361 599 538 1789 1917 550 1385 218 433 1483 320 1360 2276 468 2402 153 48,solve_branch_bound,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
189 24 14046 713 1813 689 661 372 1985 154 1516 1537 64 453 960 562 2690 1076 1229 1534 2499 1480 2720 2458 2575 837 2590 784 2125 2079 2397 1942 1891 1139 361 599 538 1789 1917 550 1385 218 433 1483 320 1360 2276 468 2402 153 48,solve_greedy,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
189 24 14046 713 1813 689 661 372 1985 154 1516 1537 64 453 960 562 2690 1076 1229 1534 2499 1480 2720 2458 2575 837 2590 784 2125 2079 2397 1942 1891 1139 361 599 538 1789 1917 550 1385 218 433 1483 320 1360 2276 468 2402 153 48,solve_dynamic_cost,-I 180 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c uni
190 24 11908 679 561 1414 1456 99 161 535 651 398 396 1576 1601 63 214 658 817 47 213 319 384 1010 1148 660 475 872 663 1276 1104 79 34 2126 2080 455 230 872 808 743 625 592 683 2247 2205 459 305 1028 1002 2503 2522,solve_bruteforce,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
190 24 11908 679 561 1414 1456 99 161 535 651 398 396 1576 1601 63 214 658 817 47 213 319 384 1010 1148 660 475 872 663 1276 1104 79 34 2126 2080 455 230 872 808 743 625 592 683 2247 2205 459 305 1028 1002 2503 2522,solve_branch_bound,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
190 24 11908 679 561 1414 1456 99 161 535 651 398 396 1576 1601 63 214 658 817 47 213 319 384 1010 1148 660 475 872 663 1276 1104 79 34 2126 2080 455 230 872 808 743 625 592 683 2247 2205 459 305 1028 1002 2503 2522,solve_greedy,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
190 24 11908 679 561 1414 1456 99 161 535 651 398 396 1576 1601 63 214 658 817 47 213 319 384 1010 1148 660 475 872 663 1276 1104 79 34 2126 2080 455 230 872 808 743 625 592 683 2247 2205 459 305 1028 1002 2503 2522,solve_dynamic_cost,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
191 24 14388 938 966 369 536 1188 1080 396 203 1087 1225 2704 2706 2054 2122 1061 896 2453 2398 2260 2189 1084 1164 1433 1534 1175 1225 959 791 161 174 86 272 504 266 1321 1415 420 352 1232 1148 976 910 271 1 277 238 615 385,solve_bruteforce,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
191 24 14388 938 966 369 536 1188 1080 396 203 1087 1225 2704 2706 2054 2122 1061 896 2453 2398 2260 2189 1084 1164 1433 1534 1175 1225 959 791 161 174 86 272 504 266 1321 1415 420 352 1232 1148 976 910 271 1 277 238 615 385,solve_branch_bound,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
191 24 14388 938 966 369 536 1188 1080 396 203 1087 1225 2704 2706 2054 2122 1061 896 2453 2398 2260 2189 1084 1164 1433 1534 1175 1225 959 791 161 174 86 272 504 266 1321 1415 420 352 1232 1148 976 910 271 1 277 238 615 385,solve_greedy,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
191 24 14388 938 966 369 536 1188 1080 396 203 1087 1225 2704 2706 2054 2122 1061 896 2453 2398 2260 2189 1084 1164 1433 1534 1175 1225 959 791 161 174 86 272 504 266 1321 1415 420 352 1232 1148 976 910 271 1 277 238 615 385,solve_dynamic_cost,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
192 24 13135 1821 1730 2014 2096 108 293 50 27 1806 1844 290 437 1434 1480 744 670 338 587 1839 1847 1297 1233 2193 2172 422 295 1691 1692 2344 2349 74 155 1502 1526 493 514 130 122 83 160 1260 1313 485 431 354 531 73 153,solve_bruteforce,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
192 24 13135 1821 1730 2014 2096 108 293 50 27 1806 1844 290 437 1434 1480 744 670 338 587 1839 1847 1297 1233 2193 2172 422 295 1691 1692 2344 2349 74 155 1502 1526 493 514 130 122 83 160 1260 1313 485 431 354 531 73 153,solve_branch_bound,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
192 24 13135 1821 1730 2014 2096 108 293 50 27 1806 1844 290 437 1434 1480 744 670 338 587 1839 1847 1297 1233 2193 2172 422 295 1691 1692 2344 2349 74 155 1502 1526 493 514 130 122 83 160 1260 1313 485 431 354 531 73 153,solve_greedy,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
192 24 13135 1821 1730 2014 2096 108 293 50 27 1806 1844 290 437 1434 1480 744 670 338 587 1839 1847 1297 1233 2193 2172 422 295 1691 1692 2344 2349 74 155 1502 1526 493 514 130 122 83 160 1260 1313 485 431 354 531 73 153,solve_dynamic_cost,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
193 24 10662 1481 1417 75 13 1667 1719 1315 1262 475 541 1355 1325 510 366 323 378 261 277 1523 1648 11 143 5 91 767 598 1006 1202 728 862 941 866 427 299 2193 2249 874 1022 267 412 543 727 18 124 227 199 1552 1668,solve_bruteforce,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
193 24 10662 1481 1417 75 13 1667 1719 1315 1262 475 541 1355 1325 510 366 323 378 261 277 1523 1648 11 143 5 91 767 598 1006 1202 728 862 941 866 427 299 2193 2249 874 1022 267 412 543 727 18 124 227 199 1552 1668,solve_branch_bound,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
193 24 10662 1481 1417 75 13 1667 1719 1315 1262 475 541 1355 1325 510 366 323 378 261 277 1523 1648 11 143 5 91 767 598 1006 1202 728 862 941 866 427 299 2193 2249 874 1022 267 412 543 727 18 124 227 199 1552 1668,solve_greedy,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
193 24 10662 1481 1417 75 13 1667 1719 1315 1262 475 541 1355 1325 510 366 323 378 261 277 1523 1648 11 143 5 91 767 598 1006 1202 728 862 941 866 427 299 2193 2249 874 1022 267 412 543 727 18 124 227 199 1552 1668,solve_dynamic_cost,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
194 24 10231 445 597 1349 1508 774 938 356 362 1518 1590 138 126 1023 1101 163 406 105 226 233 221 730 737 79 100 723 873 206 252 965 848 969 1072 284 236 942 985 1796 1758 2207 2230 457 500 425 331 351 222 1556 1506,solve_bruteforce,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
194 24 10231 445 597 1349 1508 774 938 356 362 1518 1590 138 126 1023 1101 163 406 105 226 233 221 730 737 79 100 723 873 206 252 965 848 969 1072 284 236 942 985 1796 1758 2207 2230 457 500 425 331 351 222 1556 1506,solve_branch_bound,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
194 24 10231 445 597 1349 1508 774 938 356 362 1518 1590 138 126 1023 1101 163 406 105 226 233 221 730 737 79 100 723 873 206 252 965 848 969 1072 284 236 942 985 1796 1758 2207 2230 457 500 425 331 351 222 1556 1506,solve_greedy,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
194 24 10231 445 597 1349 1508 774 938 356 362 1518 1590 138 126 1023 1101 163 406 105 226 233 221 730 737 79 100 723 873 206 252 965 848 969 1072 284 236 942 985 1796 1758 2207 2230 457 500 425 331 351 222 1556 1506,solve_dynamic_cost,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
195 24 15810 97 203 1775 1806 1684 1596 60 189 1267 1276 1655 1620 262 521 2177 2147 1447 1389 160 349 606 550 2448 2411 861 999 821 923 2453 2410 2303 2302 1176 1315 594 602 1411 1351 413 472 154 47 416 408 2280 2329 977 1054,solve_bruteforce,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
195 24 15810 97 203 1775 1806 1684 1596 60 189 1267 1276 1655 1620 262 521 2177 2147 1447 1389 160 349 606 550 2448 2411 861 999 821 923 2453 2410 2303 2302 1176 1315 594 602 1411 1351 413 472 154 47 416 408 2280 2329 977 1054,solve_branch_bound,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
195 24 15810 97 203 1775 1806 1684 1596 60 189 1267 1276 1655 1620 262 521 2177 2147 1447 1389 160 349 606 550 2448 2411 861 999 821 923 2453 2410 2303 2302 1176 1315 594 602 1411 1351 413 472 154 47 416 408 2280 2329 977 1054,solve_greedy,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
195 24 15810 97 203 1775 1806 1684 1596 60 189 1267 1276 1655 1620 262 521 2177 2147 1447 1389 160 349 606 550 2448 2411 861 999 821 923 2453 2410 2303 2302 1176 1315 594 602 1411 1351 413 472 154 47 416 408 2280 2329 977 1054,solve_dynamic_cost,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
196 24 13169 620 421 1933 1999 41 120 232 99 1340 1419 1844 1861 144 178 469 551 2164 2108 761 915 119 328 762 544 1860 1854 190 298 510 477 627 802 1383 1347 1236 1201 1838 1928 1575 1436 297 308 1699 1619 308 199 951 751,solve_bruteforce,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
196 24 13169 620 421 1933 1999 41 120 232 99 1340 1419 1844 1861 144 178 469 551 2164 2108 761 915 119 328 762 544 1860 1854 190 298 510 477 627 802 1383 1347 1236 1201 1838 1928 1575 1436 297 308 1699 1619 308 199 951 751,solve_branch_bound,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
196 24 13169 620 421 1933 1999 41 120 232 99 1340 1419 1844 1861 144 178 469 551 2164 2108 761 915 119 328 762 544 1860 1854 190 298 510 477 627 802 1383 1347 1236 1201 1838 1928 1575 1436 297 308 1699 1619 308 199 951 751,solve_greedy,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
196 24 13169 620 421 1933 1999 41 120 232 99 1340 1419 1844 1861 144 178 469 551 2164 2108 761 915 119 328 762 544 1860 1854 190 298 510 477 627 802 1383 1347 1236 1201 1838 1928 1575 1436 297 308 1699 1619 308 199 951 751,solve_dynamic_cost,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
197 24 13939 617 627 855 1023 2631 2652 1887 1840 1974 1986 339 500 378 487 197 331 297 436 1384 1381 1905 1961 1461 1478 868 1033 18 305 293 186 1334 1473 1231 1066 431 344 299 95 442 240 1123 950 101 317 1622 1650 2556 2559,solve_bruteforce,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
197 24 13939 617 627 855 1023 2631 2652 1887 1840 1974 1986 339 500 378 487 197 331 297 436 1384 1381 1905 1961 1461 1478 868 1033 18 305 293 186 1334 1473 1231 1066 431 344 299 95 442 240 1123 950 101 317 1622 1650 2556 2559,solve_branch_bound,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
197 24 13939 617 627 855 1023 2631 2652 1887 1840 1974 1986 339 500 378 487 197 331 297 436 1384 1381 1905 1961 1461 1478 868 1033 18 305 293 186 1334 1473 1231 1066 431 344 299 95 442 240 1123 950 101 317 1622 1650 2556 2559,solve_greedy,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
197 24 13939 617 627 855 1023 2631 2652 1887 1840 1974 1986 339 500 378 487 197 331 297 436 1384 1381 1905 1961 1461 1478 868 1033 18 305 293 186 1334 1473 1231 1066 431 344 299 95 442 240 1123 950 101 317 1622 1650 2556 2559,solve_dynamic_cost,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
198 24 14067 1140 963 185 316 2013 1996 192 378 701 692 1822 1931 75 322 885 1022 592 617 10 135 1900 1934 1690 1699 1641 1636 2 164 1694 1691 1564 1580 1217 1326 1705 1720 708 550 406 246 1768 1721 239 344 2243 2241 73 189,solve_bruteforce,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
198 24 14067 1140 963 185 316 2013 1996 192 378 701 692 1822 1931 75 322 885 1022 592 617 10 135 1900 1934 1690 1699 1641 1636 2 164 1694 1691 1564 1580 1217 1326 1705 1720 708 550 406 246 1768 1721 239 344 2243 2241 73 189,solve_branch_bound,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
198 24 14067 1140 963 185 316 2013 1996 192 378 701 692 1822 1931 75 322 885 1022 592 617 10 135 1900 1934 1690 1699 1641 1636 2 164 1694 1691 1564 1580 1217 1326 1705 1720 708 550 406 246 1768 1721 239 344 2243 2241 73 189,solve_greedy,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
198 24 14067 1140 963 185 316 2013 1996 192 378 701 692 1822 1931 75 322 885 1022 592 617 10 135 1900 1934 1690 1699 1641 1636 2 164 1694 1691 1564 1580 1217 1326 1705 1720 708 550 406 246 1768 1721 239 344 2243 2241 73 189,solve_dynamic_cost,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
199 24 14046 713 761 689 560 372 457 154 157 1537 1397 453 361 562 755 1076 1041 1534 1632 1480 1604 2458 2497 837 994 784 876 2079 2134 1942 1969 1139 998 599 445 1789 1823 550 531 218 19 1483 1364 1360 1444 468 620 153 154,solve_bruteforce,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
199 24 14046 713 761 689 560 372 457 154 157 1537 1397 453 361 562 755 1076 1041 1534 1632 1480 1604 2458 2497 837 994 784 876 2079 2134 1942 1969 1139 998 599 445 1789 1823 550 531 218 19 1483 1364 1360 1444 468 620 153 154,solve_branch_bound,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
199 24 14046 713 761 689 560 372 457 154 157 1537 1397 453 361 562 755 1076 1041 1534 1632 1480 1604 2458 2497 837 994 784 876 2079 2134 1942 1969 1139 998 599 445 1789 1823 550 531 218 19 1483 1364 1360 1444 468 620 153 154,solve_greedy,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
199 24 14046 713 761 689 560 372 457 154 157 1537 1397 453 361 562 755 1076 1041 1534 1632 1480 1604 2458 2497 837 994 784 876 2079 2134 1942 1969 1139 998 599 445 1789 1823 550 531 218 19 1483 1364 1360 1444 468 620 153 154,solve_dynamic_cost,-I 190 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c corr
200 24 11775 679 911 133 420 99 389 398 658 1509 1658 63 357 658 892 478 730 2304 2374 1010 1209 465 718 919 1127 872 1085 1845 1961 79 371 676 909 455 709 603 843 537 783 1282 1454 743 968 2247 2323 1397 1558 1028 1225,solve_bruteforce,-I 200 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c strong
200 24 11775 679 911 133 420 99 389 398 658 1509 1658 63 357 658 892 478 730 2304 2374 1010 1209 465 718 919 1127 872 1085 1845 1961 79 371 676 909 455 709 603 843 537 783 1282 1454 743 968 2247 2323 1397 1558 1028 1225,solve_branch_bound,-I 200 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c strong
200 24 11775 679 911 133 420 99 389 398 658 1509 1658 63 357 658 892 478 730 2304 2374 1010 1209 465 718 919 1127 872 1085 1845 1961 79 371 676 909 455 709 603 843 537 783 1282 1454 743 968 2247 2323 1397 1558 1028 1225,solve_greedy,-I 200 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c strong
200 24 11775 679 911 133 420 99 389 398 658 1509 1658 63 357 658 892 478 730 2304 2374 1010 1209 465 718 919 1127 872 1085 1845 1961 79 371 676 909 455 709 603 843 537 783 1282 1454 743 968 2247 2323 1397 1558 1028 1225,solve_dynamic_cost,-I 200 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c strong
201 24 13803 2503 2553 931 1138 938 1144 83 375 1941 2047 1188 1369 688 919 518 766 1087 1278 419 677 150 435 302 572 749 974 40 336 2054 2149 434 691 1493 1644 2453 2507 100 390 2421 2479 1084 1275 870 1083 385 646 1175 1358,solve_bruteforce,-I 200 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c strong
201 24 13803 2503 2553 931 1138 938 1144 83 375 1941 2047 1188 1369 688 919 518 766 1087 1278 419 677 150 435 302 572 749 974 40 336 2054 2149 434 691 1493 1644 2453 2507 100 390 2421 2479 1084 1275 870 1083 385 646 1175 1358,solve_branch_bound,-I 200 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c strong
201 24 13803 2503 2553 931 1138 938 1144 83 375 1941 2047 1188 1369 688 919 518 766 1087 1278 419 677 150 435 302 572 749 974 40 336 2054 2149 434 691 1493 1644 2453 2507 100 390 2421 2479 1084 1275 870 1083 385 646 1175 1358,solve_greedy,-I 200 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c strong
201 24 13803 2503 2553 931 1138 938 1144 83 375 1941 2047 1188 1369 688 919 518 766 1087 1278 419 677 150 435 302 572 749 974 40 336 2054 2149 434 691 1493 1644 2453 2507 100 390 2421 2479 1084 1275 870 1083 385 646 1175 1358,solve_dynamic_cost,-I 200 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c strong
202 24 12332 959 1163 1357 1521 86 377 539 785 2914 2923 1321 1489 661 895 290 561 839 1055 756 980 1483 1635 1232 1408 271 544 181 463 880 1092 615 854 1821 1939 108 398 543 789 1806 1925 1434 1591 338 604 100 390 913 1121,solve_bruteforce,-I 200 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c strong
202 24 12332 959 1163 1357 1521 86 377 539 785 2914 2923 1321 1489 661 895 290 561 839 1055 756 980 1483 1635 1232 1408 271 544 181 463 880 1092 615 854 1821 1939 108 398 543 789 1806 1925 1434 1591 338 604 100 390 913 1121,solve_branch_bound,-I 200 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.575 -c strong
