instance,method,args,tag
604 16 29408 2624 2258 1896 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534 1302 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331,solve_bruteforce,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
604 16 29408 2624 2258 1896 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534 1302 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331,solve_branch_bound,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
604 16 29408 2624 2258 1896 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534 1302 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331,solve_greedy,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
604 16 29408 2624 2258 1896 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534 1302 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331,solve_dynamic_cost,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
605 16 20544 220 1053 2632 1469 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582 66 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961,solve_bruteforce,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
605 16 20544 220 1053 2632 1469 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582 66 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961,solve_branch_bound,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
605 16 20544 220 1053 2632 1469 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582 66 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961,solve_greedy,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
605 16 20544 220 1053 2632 1469 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582 66 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961,solve_dynamic_cost,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
606 16 21198 158 1591 993 2405 947 288 2567 1940 1508 224 527 930 548 546 5 1133 2901 741 580 55 1917 784 2131 1603 2616 878 1198 1568 776 2470 1826 1479,solve_bruteforce,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
606 16 21198 158 1591 993 2405 947 288 2567 1940 1508 224 527 930 548 546 5 1133 2901 741 580 55 1917 784 2131 1603 2616 878 1198 1568 776 2470 1826 1479,solve_branch_bound,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
606 16 21198 158 1591 993 2405 947 288 2567 1940 1508 224 527 930 548 546 5 1133 2901 741 580 55 1917 784 2131 1603 2616 878 1198 1568 776 2470 1826 1479,solve_greedy,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
606 16 21198 158 1591 993 2405 947 288 2567 1940 1508 224 527 930 548 546 5 1133 2901 741 580 55 1917 784 2131 1603 2616 878 1198 1568 776 2470 1826 1479,solve_dynamic_cost,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
607 16 28276 2042 511 271 2840 1644 1572 1117 2159 2107 2606 2915 2262 2462 1197 1715 2497 87 75 1680 1221 2340 2215 2711 563 2162 1734 2245 102 1260 2581 1518 1108,solve_bruteforce,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
607 16 28276 2042 511 271 2840 1644 1572 1117 2159 2107 2606 2915 2262 2462 1197 1715 2497 87 75 1680 1221 2340 2215 2711 563 2162 1734 2245 102 1260 2581 1518 1108,solve_branch_bound,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
607 16 28276 2042 511 271 2840 1644 1572 1117 2159 2107 2606 2915 2262 2462 1197 1715 2497 87 75 1680 1221 2340 2215 2711 563 2162 1734 2245 102 1260 2581 1518 1108,solve_greedy,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
607 16 28276 2042 511 271 2840 1644 1572 1117 2159 2107 2606 2915 2262 2462 1197 1715 2497 87 75 1680 1221 2340 2215 2711 563 2162 1734 2245 102 1260 2581 1518 1108,solve_dynamic_cost,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
608 16 30968 2439 823 1629 5 2501 2772 2938 1769 1551 795 2025 17 1011 2730 149 20 2792 2820 2724 2121 1286 737 1052 2454 2823 2386 1976 52 2067 1638 2005 1912,solve_bruteforce,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
608 16 30968 2439 823 1629 5 2501 2772 2938 1769 1551 795 2025 17 1011 2730 149 20 2792 2820 2724 2121 1286 737 1052 2454 2823 2386 1976 52 2067 1638 2005 1912,solve_branch_bound,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
608 16 30968 2439 823 1629 5 2501 2772 2938 1769 1551 795 2025 17 1011 2730 149 20 2792 2820 2724 2121 1286 737 1052 2454 2823 2386 1976 52 2067 1638 2005 1912,solve_greedy,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
608 16 30968 2439 823 1629 5 2501 2772 2938 1769 1551 795 2025 17 1011 2730 149 20 2792 2820 2724 2121 1286 737 1052 2454 2823 2386 1976 52 2067 1638 2005 1912,solve_dynamic_cost,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
609 16 19391 1525 1837 1180 315 339 987 452 2748 2 1544 1753 2038 2893 2304 2458 138 466 2951 466 1384 196 2733 2489 2584 1195 1067 1977 2711 1821 2312 179 858,solve_bruteforce,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
609 16 19391 1525 1837 1180 315 339 987 452 2748 2 1544 1753 2038 2893 2304 2458 138 466 2951 466 1384 196 2733 2489 2584 1195 1067 1977 2711 1821 2312 179 858,solve_branch_bound,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
609 16 19391 1525 1837 1180 315 339 987 452 2748 2 1544 1753 2038 2893 2304 2458 138 466 2951 466 1384 196 2733 2489 2584 1195 1067 1977 2711 1821 2312 179 858,solve_greedy,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
609 16 19391 1525 1837 1180 315 339 987 452 2748 2 1544 1753 2038 2893 2304 2458 138 466 2951 466 1384 196 2733 2489 2584 1195 1067 1977 2711 1821 2312 179 858,solve_dynamic_cost,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
610 16 18662 1924 1567 539 1943 2257 437 1007 306 770 783 1415 2663 178 2901 1245 2088 1237 2129 1162 178 1605 2502 2894 1704 1046 937 39 2457 536 1036 808 235,solve_bruteforce,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
610 16 18662 1924 1567 539 1943 2257 437 1007 306 770 783 1415 2663 178 2901 1245 2088 1237 2129 1162 178 1605 2502 2894 1704 1046 937 39 2457 536 1036 808 235,solve_branch_bound,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
610 16 18662 1924 1567 539 1943 2257 437 1007 306 770 783 1415 2663 178 2901 1245 2088 1237 2129 1162 178 1605 2502 2894 1704 1046 937 39 2457 536 1036 808 235,solve_greedy,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
610 16 18662 1924 1567 539 1943 2257 437 1007 306 770 783 1415 2663 178 2901 1245 2088 1237 2129 1162 178 1605 2502 2894 1704 1046 937 39 2457 536 1036 808 235,solve_dynamic_cost,-I 601 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
611 16 35853 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587 928 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425,solve_bruteforce,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
611 16 35853 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587 928 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425,solve_branch_bound,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
611 16 35853 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587 928 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425,solve_greedy,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
611 16 35853 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587 928 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425,solve_dynamic_cost,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
612 16 35055 1767 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135 1229 2954 697 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242,solve_bruteforce,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
612 16 35055 1767 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135 1229 2954 697 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242,solve_branch_bound,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
612 16 35055 1767 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135 1229 2954 697 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242,solve_greedy,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
612 16 35055 1767 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135 1229 2954 697 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242,solve_dynamic_cost,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
613 16 34264 227 422 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270 1546 2325 875 369 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719 1054,solve_bruteforce,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
613 16 34264 227 422 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270 1546 2325 875 369 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719 1054,solve_branch_bound,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
613 16 34264 227 422 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270 1546 2325 875 369 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719 1054,solve_greedy,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
613 16 34264 227 422 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270 1546 2325 875 369 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719 1054,solve_dynamic_cost,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
614 16 44112 2624 2258 1896 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534 1302 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331,solve_bruteforce,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
614 16 44112 2624 2258 1896 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534 1302 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331,solve_branch_bound,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
614 16 44112 2624 2258 1896 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534 1302 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331,solve_greedy,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
614 16 44112 2624 2258 1896 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534 1302 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331,solve_dynamic_cost,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
615 16 30816 220 1053 2632 1469 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582 66 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961,solve_bruteforce,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
615 16 30816 220 1053 2632 1469 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582 66 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961,solve_branch_bound,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
615 16 30816 220 1053 2632 1469 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582 66 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961,solve_greedy,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
615 16 30816 220 1053 2632 1469 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582 66 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961,solve_dynamic_cost,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
616 16 31797 158 1591 993 2405 947 288 2567 1940 1508 224 527 930 548 546 5 1133 2901 741 580 55 1917 784 2131 1603 2616 878 1198 1568 776 2470 1826 1479,solve_bruteforce,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
616 16 31797 158 1591 993 2405 947 288 2567 1940 1508 224 527 930 548 546 5 1133 2901 741 580 55 1917 784 2131 1603 2616 878 1198 1568 776 2470 1826 1479,solve_branch_bound,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
616 16 31797 158 1591 993 2405 947 288 2567 1940 1508 224 527 930 548 546 5 1133 2901 741 580 55 1917 784 2131 1603 2616 878 1198 1568 776 2470 1826 1479,solve_greedy,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
616 16 31797 158 1591 993 2405 947 288 2567 1940 1508 224 527 930 548 546 5 1133 2901 741 580 55 1917 784 2131 1603 2616 878 1198 1568 776 2470 1826 1479,solve_dynamic_cost,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
617 16 42414 2042 511 271 2840 1644 1572 1117 2159 2107 2606 2915 2262 2462 1197 1715 2497 87 75 1680 1221 2340 2215 2711 563 2162 1734 2245 102 1260 2581 1518 1108,solve_bruteforce,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
617 16 42414 2042 511 271 2840 1644 1572 1117 2159 2107 2606 2915 2262 2462 1197 1715 2497 87 75 1680 1221 2340 2215 2711 563 2162 1734 2245 102 1260 2581 1518 1108,solve_branch_bound,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
617 16 42414 2042 511 271 2840 1644 1572 1117 2159 2107 2606 2915 2262 2462 1197 1715 2497 87 75 1680 1221 2340 2215 2711 563 2162 1734 2245 102 1260 2581 1518 1108,solve_greedy,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
617 16 42414 2042 511 271 2840 1644 1572 1117 2159 2107 2606 2915 2262 2462 1197 1715 2497 87 75 1680 1221 2340 2215 2711 563 2162 1734 2245 102 1260 2581 1518 1108,solve_dynamic_cost,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
618 16 46452 2439 823 1629 5 2501 2772 2938 1769 1551 795 2025 17 1011 2730 149 20 2792 2820 2724 2121 1286 737 1052 2454 2823 2386 1976 52 2067 1638 2005 1912,solve_bruteforce,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
618 16 46452 2439 823 1629 5 2501 2772 2938 1769 1551 795 2025 17 1011 2730 149 20 2792 2820 2724 2121 1286 737 1052 2454 2823 2386 1976 52 2067 1638 2005 1912,solve_branch_bound,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
618 16 46452 2439 823 1629 5 2501 2772 2938 1769 1551 795 2025 17 1011 2730 149 20 2792 2820 2724 2121 1286 737 1052 2454 2823 2386 1976 52 2067 1638 2005 1912,solve_greedy,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
618 16 46452 2439 823 1629 5 2501 2772 2938 1769 1551 795 2025 17 1011 2730 149 20 2792 2820 2724 2121 1286 737 1052 2454 2823 2386 1976 52 2067 1638 2005 1912,solve_dynamic_cost,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
619 16 29086 1525 1837 1180 315 339 987 452 2748 2 1544 1753 2038 2893 2304 2458 138 466 2951 466 1384 196 2733 2489 2584 1195 1067 1977 2711 1821 2312 179 858,solve_bruteforce,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
619 16 29086 1525 1837 1180 315 339 987 452 2748 2 1544 1753 2038 2893 2304 2458 138 466 2951 466 1384 196 2733 2489 2584 1195 1067 1977 2711 1821 2312 179 858,solve_branch_bound,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
619 16 29086 1525 1837 1180 315 339 987 452 2748 2 1544 1753 2038 2893 2304 2458 138 466 2951 466 1384 196 2733 2489 2584 1195 1067 1977 2711 1821 2312 179 858,solve_greedy,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
619 16 29086 1525 1837 1180 315 339 987 452 2748 2 1544 1753 2038 2893 2304 2458 138 466 2951 466 1384 196 2733 2489 2584 1195 1067 1977 2711 1821 2312 179 858,solve_dynamic_cost,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
620 16 27993 1924 1567 539 1943 2257 437 1007 306 770 783 1415 2663 178 2901 1245 2088 1237 2129 1162 178 1605 2502 2894 1704 1046 937 39 2457 536 1036 808 235,solve_bruteforce,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
620 16 27993 1924 1567 539 1943 2257 437 1007 306 770 783 1415 2663 178 2901 1245 2088 1237 2129 1162 178 1605 2502 2894 1704 1046 937 39 2457 536 1036 808 235,solve_branch_bound,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
620 16 27993 1924 1567 539 1943 2257 437 1007 306 770 783 1415 2663 178 2901 1245 2088 1237 2129 1162 178 1605 2502 2894 1704 1046 937 39 2457 536 1036 808 235,solve_greedy,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
620 16 27993 1924 1567 539 1943 2257 437 1007 306 770 783 1415 2663 178 2901 1245 2088 1237 2129 1162 178 1605 2502 2894 1704 1046 937 39 2457 536 1036 808 235,solve_dynamic_cost,-I 611 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
621 16 47804 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587 928 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425,solve_bruteforce,-I 621 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
621 16 47804 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587 928 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425,solve_branch_bound,-I 621 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
621 16 47804 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587 928 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425,solve_greedy,-I 621 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
621 16 47804 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587 928 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425,solve_dynamic_cost,-I 621 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
622 16 46740 1767 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135 1229 2954 697 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242,solve_bruteforce,-I 621 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
622 16 46740 1767 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135 1229 2954 697 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242,solve_branch_bound,-I 621 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
622 16 46740 1767 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135 1229 2954 697 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242,solve_greedy,-I 621 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
622 16 46740 1767 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135 1229 2954 697 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242,solve_dynamic_cost,-I 621 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
623 16 45686 227 422 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270 1546 2325 875 369 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719 1054,solve_bruteforce,-I 621 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
623 16 45686 227 422 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270 1546 2325 875 369 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719 1054,solve_branch_bound,-I 621 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
623 16 45686 227 422 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270 1546 2325 875 369 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719 1054,solve_greedy,-I 621 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
623 16 45686 227 422 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270 1546 2325 875 369 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719 1054,solve_dynamic_cost,-I 621 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
624 16 58816 2624 2258 1896 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534 1302 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331,solve_bruteforce,-I 621 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
624 16 58816 2624 2258 1896 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534 1302 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331,solve_branch_bound,-I 621 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
624 16 58816 2624 2258 1896 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534 1302 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331,solve_greedy,-I 621 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
624 16 58816 2624 2258 1896 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534 1302 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331,solve_dynamic_cost,-I 621 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
625 16 41088 220 1053 2632 1469 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582 66 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961,solve_bruteforce,-I 621 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
625 16 41088 220 1053 2632 1469 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582 66 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961,solve_branch_bound,-I 621 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
625 16 41088 220 1053 2632 1469 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582 66 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961,solve_greedy,-I 621 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
625 16 41088 220 1053 2632 1469 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582 66 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961,solve_dynamic_cost,-I 621 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
626 16 42396 158 1591 993 2405 947 288 2567 1940 1508 224 527 930 548 546 5 1133 2901 741 580 55 1917 784 2131 1603 2616 878 1198 1568 776 2470 1826 1479,solve_bruteforce,-I 621 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
626 16 42396 158 1591 993 2405 947 288 2567 1940 1508 224 527 930 548 546 5 1133 2901 741 580 55 1917 784 2131 1603 2616 878 1198 1568 776 2470 1826 1479,solve_branch_bound,-I 621 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
626 16 42396 158 1591 993 2405 947 288 2567 1940 1508 224 527 930 548 546 5 1133 2901 741 580 55 1917 784 2131 1603 2616 878 1198 1568 776 2470 1826 1479,solve_greedy,-I 621 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
626 16 42396 158 1591 993 2405 947 288 2567 1940 1508 224 527 930 548 546 5 1133 2901 741 580 55 1917 784 2131 1603 2616 878 1198 1568 776 2470 1826 1479,solve_dynamic_cost,-I 621 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
627 16 56552 2042 511 271 2840 1644 1572 1117 2159 2107 2606 2915 2262 2462 1197 1715 2497 87 75 1680 1221 2340 2215 2711 563 2162 1734 2245 102 1260 2581 1518 1108,solve_bruteforce,-I 621 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
627 16 56552 2042 511 271 2840 1644 1572 1117 2159 2107 2606 2915 2262 2462 1197 1715 2497 87 75 1680 1221 2340 2215 2711 563 2162 1734 2245 102 1260 2581 1518 1108,solve_branch_bound,-I 621 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
627 16 56552 2042 511 271 2840 1644 1572 1117 2159 2107 2606 2915 2262 2462 1197 1715 2497 87 75 1680 1221 2340 2215 2711 563 2162 1734 2245 102 1260 2581 1518 1108,solve_greedy,-I 621 -N 10 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
